State ID,Year,sorrow,afraid,anxiety,endure,stress,tragedy,brain,lonely,watch,medication,parents,poverty (real),listening,irritable,abuse,improvement,alienation,studies,needy,level,courage,clarity,upset,world health organization,degree,label,healthy,poor,friends,patience,gain,understanding,suicide,heal,esteem,hurt,home,anger,low,condition,strength,substances,media,education (real),pizza,victim,observation,antisocial,withdrawn,treatment,wailing,abandoned,weak,warning,doctor,education,talk,effect,mental health,burger,insecure,affect,drugs,skills,programs,pessimistic,personal,fast food,quality,immune,data,fight,inadequate,fatigue,mental,foreign born  (real),cooperative,scared,isolated,evaluation,disease,grieving,tack,family,prevention,shopping,oppressed,trajectory,ability,triumph,concern,alone,shattered,troubled,thoughts,substance abuse,separation,time,withdrawal,melancholy,bikini,overwhelmed,zero,descent,normal,communication,hereditary,unusual,confusion,eat,bipolar,diet,child,failure, endless,fear,inability,suffer,fat,irrational, confused,defensive,happy,health (real),rejected,homesick,antidepressant,median age (real),agitated,peers,broken,pills,grief,trapped,amenorrhea,crying,medicine,cycle,frustration,death,empty,treat, Crushing,morbid,option,wretched,sleep,clinical,stigma,organize,cure,reality,agony,isolation,teenagers,die,consumed,involvement,interfere,defeated,Forever,excluded,wounded,hopeless,blue,torment,nervous,knowledge,symptoms,youth,suffering,discrimination,unique,overcome,income (real),patient,distressed,solitary,sad,brittle,attitude,requirement,attempt,down,help,guideline,heavy,resulting,disorder,sport,paranoid,achy,suicidal,caregiver,breakdown,problem,opinion,struggle,interested,tired,need,goals,necessary,psychiatrist,children,cruel,report, hopeless,source,panic,attention,counsel,protect,statistics,fragile,dreadful,siblings,talking,feelings,abnormal,kill,nothing, sleep,pain,uncomfortable,review,validation,awareness,quantity,diagnosis,sadness,signs,thesis,moody,worry,prescription,reckless,study,miserable,weight loss,freaking,donut,health,monitor,alarm,sugar,depressed,exercise,adolescents,security,sympathetic,therapy,tragic,injured,love,doomed,desperate,travel,cope,vulnerable,insomnia,exhausted,despair,quest,progressive,crushed,aid,partum,anxious,pattern, numb,crisis,depression,physician,unhappy
15,2015,66.0,75.0,80.0,59.0,90.0,66.0,87.0,80.0,81.0,77.0,83.0,12.2,87.0,71.0,93.0,69.0,70.0,75.0,60.0,94.0,72.0,25.0,79.0,54.0,82.0,87.0,93.0,84.0,90.0,79.0,88.0,72.0,81.0,35.0,100.0,70.0,88.0,86.0,79.0,73.0,100.0,72.0,51.0,91.5,88.0,78.0,74.0,60.0,80.0,79.0,66.0,72.0,84.0,60.0,87.0,68.0,47.0,91.0,77.0,70.0,64.0,93.0,43.0,100.0,76.0,67.0,71.0,64.0,62.0,76.0,61.0,68.0,65.0,87.0,85.0,4.7,48.0,72.0,99.0,62.0,82.0,65.0,62.0,100.0,72.0,34.0,60.0,46.0,90.0,100.0,87.0,70.0,69.0,62.0,69.0,73.0,58.0,74.0,62.0,78.0,65.0,85.0,76.0,73.0,64.0,79.0,78.0,50.0,92.0,81.0,84.0,84.0,91.0,90.0,81.0,52.0,55.0,80.0,82.0,67.0,78.0,43.0,88.0,5.0,75.0,77.0,62.0,38.1,86.0,59.0,14.0,58.0,88.0,63.0,80.0,81.0,72.0,100.0,70.0,90.0,84.0,75.0,54.0,69.0,84.0,53.0,92.0,47.0,70.0,73.0,76.0,100.0,73.0,75.0,85.0,96.0,74.0,92.0,58.0,64.0,65.0,63.0,39.0,74.0,76.0,45.0,88.0,72.0,81.0,72.0,84.0,84.0,92.0,67.0,54736,51.0,47.0,58.0,31.0,83.0,34.0,59.0,78.0,88.0,86.0,61.0,73.0,46.0,87.0,70.0,84.0,88.0,68.0,9.0,83.0,88.0,30.0,82.0,73.0,71.0,91.0,77.0,70.0,59.0,73.0,76.0,59.0,66.0,56.0,82.0,91.0,24.0,89.0,85.0,82.0,54.0,91.0,49.0,59.0,66.0,87.0,75.0,93.0,77.0,66.0,77.0,23.0,79.0,64.0,78.0,78.0,84.0,84.0,17.0,72.0,82.0,67.0,58.0,61.0,77.0,64.0,78.0,63.0,42.0,81.0,79.0,85.0,94.0,65.0,66.0,74.0,81.0,48.0,96.0,64.0,87.0,83.0,60.0,51.0,68.0,71.0,67.0,71.0,58.0,80.0,58.0,36.0,51.0,79.0,77.0,74.0,84.0,88.0,60.0,74.0
16,2015,62.0,62.0,61.0,57.0,73.0,58.0,71.0,81.0,72.0,64.0,72.0,13.0,71.0,65.0,60.0,62.0,41.0,69.0,64.0,76.0,65.0,17.0,70.0,44.0,74.0,80.0,68.0,77.0,79.0,82.0,72.0,67.0,66.0,33.0,70.0,59.0,62.0,74.0,67.0,81.0,76.0,55.0,52.0,90.2,68.0,66.0,61.0,54.0,78.0,67.0,65.0,66.0,75.0,51.0,77.0,64.0,45.0,86.0,69.0,53.0,56.0,72.0,38.0,73.0,61.0,60.0,71.0,60.0,51.0,65.0,100.0,58.0,60.0,69.0,77.0,6.9,33.0,66.0,70.0,50.0,62.0,59.0,45.0,79.0,63.0,32.0,42.0,40.0,74.0,59.0,65.0,66.0,68.0,51.0,58.0,34.0,60.0,71.0,52.0,65.0,70.0,78.0,80.0,53.0,62.0,76.0,64.0,63.0,82.0,66.0,66.0,75.0,71.0,80.0,72.0,43.0,73.0,63.0,72.0,58.0,73.0,36.0,76.0,9.1,70.0,57.0,61.0,36.0,76.0,44.0,14.0,51.0,61.0,54.0,64.0,77.0,66.0,78.0,62.0,77.0,68.0,56.0,44.0,55.0,99.0,44.0,75.0,45.0,71.0,70.0,68.0,78.0,66.0,58.0,73.0,69.0,63.0,59.0,51.0,63.0,57.0,64.0,32.0,66.0,83.0,65.0,73.0,73.0,64.0,52.0,78.0,66.0,74.0,55.0,53906,50.0,41.0,71.0,38.0,70.0,41.0,74.0,70.0,77.0,70.0,41.0,66.0,35.0,61.0,97.0,71.0,60.0,62.0,13.0,70.0,87.0,25.0,64.0,74.0,65.0,75.0,68.0,77.0,44.0,64.0,71.0,44.0,67.0,57.0,68.0,73.0,16.0,74.0,66.0,68.0,57.0,76.0,47.0,58.0,54.0,78.0,73.0,75.0,61.0,54.0,70.0,21.0,78.0,75.0,54.0,71.0,65.0,65.0,15.0,65.0,69.0,62.0,65.0,59.0,63.0,61.0,76.0,50.0,37.0,71.0,65.0,63.0,77.0,60.0,57.0,66.0,62.0,64.0,72.0,74.0,69.0,72.0,50.0,50.0,52.0,47.0,77.0,57.0,68.0,57.0,48.0,27.0,51.0,71.0,59.0,64.0,69.0,66.0,52.0,64.0
17,2015,85.0,84.0,86.0,56.0,81.0,71.0,81.0,87.0,79.0,89.0,83.0,18.5,80.0,77.0,80.0,52.0,42.0,70.0,64.0,91.0,59.0,20.0,86.0,44.0,82.0,73.0,83.0,85.0,86.0,79.0,90.0,71.0,82.0,38.0,78.0,90.0,87.0,86.0,86.0,88.0,93.0,56.0,43.0,84.2,83.0,83.0,74.0,58.0,62.0,87.0,60.0,77.0,92.0,56.0,92.0,71.0,48.0,84.0,44.0,72.0,74.0,79.0,52.0,70.0,68.0,64.0,82.0,78.0,59.0,76.0,54.0,75.0,63.0,84.0,65.0,3.4,48.0,86.0,75.0,46.0,84.0,79.0,68.0,86.0,62.0,36.0,54.0,42.0,78.0,63.0,59.0,73.0,72.0,81.0,64.0,64.0,66.0,89.0,79.0,73.0,77.0,88.0,83.0,74.0,66.0,65.0,88.0,55.0,74.0,86.0,91.0,93.0,91.0,90.0,73.0,54.0,65.0,71.0,92.0,60.0,83.0,43.0,72.0,6.0,78.0,77.0,76.0,38.5,81.0,43.0,15.0,78.0,84.0,71.0,73.0,91.0,84.0,81.0,72.0,97.0,75.0,84.0,56.0,79.0,72.0,61.0,97.0,53.0,58.0,78.0,84.0,86.0,58.0,67.0,84.0,89.0,65.0,68.0,62.0,62.0,61.0,61.0,35.0,85.0,87.0,54.0,80.0,67.0,98.0,64.0,90.0,62.0,85.0,74.0,45215,57.0,56.0,59.0,30.0,70.0,34.0,54.0,69.0,92.0,87.0,41.0,81.0,43.0,84.0,69.0,98.0,100.0,75.0,12.0,85.0,82.0,26.0,73.0,69.0,83.0,92.0,70.0,64.0,88.0,77.0,77.0,55.0,74.0,54.0,89.0,77.0,25.0,79.0,70.0,79.0,77.0,74.0,54.0,71.0,78.0,96.0,79.0,94.0,94.0,71.0,75.0,18.0,67.0,61.0,85.0,75.0,92.0,60.0,25.0,97.0,96.0,81.0,73.0,72.0,97.0,56.0,73.0,63.0,36.0,75.0,79.0,83.0,89.0,47.0,62.0,45.0,78.0,61.0,87.0,76.0,67.0,79.0,51.0,68.0,48.0,75.0,84.0,75.0,62.0,61.0,66.0,59.0,52.0,85.0,68.0,81.0,63.0,80.0,82.0,89.0
18,2015,72.0,84.0,76.0,74.0,81.0,65.0,88.0,88.0,85.0,84.0,88.0,19.6,75.0,79.0,72.0,55.0,49.0,87.0,72.0,86.0,62.0,17.0,75.0,27.0,89.0,80.0,83.0,85.0,84.0,84.0,92.0,82.0,74.0,36.0,85.0,75.0,86.0,87.0,80.0,95.0,86.0,81.0,48.0,83.4,75.0,92.0,79.0,66.0,66.0,81.0,82.0,77.0,91.0,56.0,92.0,65.0,57.0,84.0,54.0,81.0,92.0,88.0,57.0,80.0,75.0,87.0,75.0,76.0,54.0,80.0,52.0,76.0,83.0,77.0,74.0,4.0,26.0,90.0,75.0,62.0,75.0,55.0,43.0,79.0,65.0,37.0,61.0,49.0,82.0,66.0,73.0,70.0,75.0,70.0,64.0,64.0,75.0,74.0,59.0,68.0,74.0,66.0,83.0,70.0,59.0,81.0,89.0,45.0,76.0,86.0,94.0,93.0,86.0,84.0,63.0,48.0,73.0,56.0,96.0,77.0,79.0,72.0,81.0,11.9,78.0,37.0,70.0,36.1,72.0,36.0,16.0,86.0,85.0,70.0,62.0,96.0,81.0,89.0,56.0,95.0,69.0,81.0,53.0,73.0,72.0,61.0,89.0,54.0,67.0,90.0,85.0,91.0,64.0,69.0,97.0,82.0,71.0,61.0,36.0,73.0,87.0,71.0,38.0,68.0,89.0,48.0,80.0,71.0,80.0,60.0,84.0,75.0,86.0,70.0,45727,60.0,81.0,59.0,27.0,69.0,40.0,63.0,73.0,89.0,86.0,46.0,76.0,40.0,76.0,66.0,91.0,64.0,64.0,14.0,93.0,87.0,29.0,82.0,78.0,85.0,90.0,74.0,78.0,83.0,85.0,85.0,62.0,80.0,54.0,86.0,80.0,28.0,82.0,60.0,68.0,75.0,87.0,55.0,86.0,77.0,87.0,97.0,94.0,82.0,57.0,72.0,17.0,75.0,67.0,85.0,71.0,83.0,75.0,30.0,72.0,97.0,59.0,78.0,80.0,90.0,45.0,82.0,53.0,35.0,82.0,86.0,76.0,88.0,68.0,66.0,71.0,78.0,65.0,82.0,82.0,58.0,84.0,58.0,81.0,62.0,70.0,72.0,75.0,62.0,99.0,73.0,50.0,42.0,91.0,65.0,80.0,64.0,70.0,81.0,81.0
19,2015,71.0,79.0,93.0,68.0,85.0,70.0,91.0,91.0,90.0,92.0,84.0,13.4,74.0,87.0,90.0,55.0,65.0,81.0,62.0,81.0,56.0,21.0,65.0,63.0,69.0,83.0,89.0,100.0,97.0,79.0,76.0,75.0,82.0,100.0,66.0,62.0,85.0,81.0,86.0,76.0,83.0,85.0,51.0,91.6,74.0,75.0,74.0,57.0,49.0,94.0,100.0,91.0,78.0,60.0,87.0,71.0,59.0,91.0,74.0,52.0,77.0,87.0,45.0,81.0,85.0,52.0,70.0,34.0,62.0,100.0,59.0,55.0,66.0,97.0,87.0,3.5,37.0,71.0,75.0,62.0,100.0,100.0,72.0,90.0,83.0,33.0,31.0,59.0,63.0,61.0,76.0,71.0,67.0,79.0,71.0,92.0,75.0,94.0,83.0,80.0,70.0,67.0,79.0,89.0,60.0,61.0,81.0,58.0,61.0,80.0,94.0,86.0,73.0,90.0,81.0,59.0,61.0,63.0,83.0,79.0,79.0,39.0,69.0,8.4,83.0,42.0,70.0,43.8,77.0,29.0,15.0,49.0,100.0,64.0,87.0,84.0,88.0,98.0,75.0,98.0,86.0,71.0,60.0,66.0,70.0,53.0,84.0,57.0,72.0,88.0,86.0,85.0,98.0,74.0,81.0,87.0,62.0,80.0,63.0,54.0,60.0,75.0,35.0,64.0,89.0,62.0,87.0,59.0,88.0,66.0,91.0,63.0,78.0,55.0,51494,68.0,34.0,84.0,51.0,80.0,44.0,55.0,79.0,98.0,84.0,60.0,82.0,34.0,100.0,76.0,100.0,79.0,68.0,23.0,86.0,85.0,26.0,64.0,71.0,74.0,89.0,69.0,73.0,61.0,78.0,87.0,51.0,51.0,53.0,92.0,77.0,17.0,82.0,80.0,100.0,74.0,78.0,56.0,49.0,57.0,84.0,77.0,88.0,80.0,86.0,84.0,15.0,94.0,48.0,77.0,74.0,78.0,68.0,32.0,79.0,89.0,69.0,48.0,84.0,69.0,60.0,100.0,70.0,47.0,81.0,86.0,70.0,93.0,65.0,59.0,75.0,97.0,49.0,98.0,66.0,81.0,86.0,66.0,65.0,54.0,50.0,100.0,78.0,67.0,77.0,77.0,100.0,33.0,84.0,99.0,64.0,99.0,86.0,75.0,100.0
20,2015,75.0,71.0,78.0,74.0,86.0,68.0,91.0,75.0,88.0,79.0,88.0,9.7,83.0,66.0,74.0,100.0,54.0,88.0,58.0,82.0,67.0,27.0,79.0,84.0,84.0,89.0,85.0,94.0,85.0,86.0,87.0,91.0,80.0,37.0,77.0,59.0,81.0,80.0,77.0,93.0,88.0,67.0,60.0,89.4,69.0,82.0,82.0,67.0,94.0,90.0,75.0,76.0,93.0,61.0,98.0,75.0,38.0,96.0,68.0,63.0,80.0,86.0,47.0,90.0,100.0,69.0,89.0,54.0,61.0,82.0,90.0,68.0,72.0,86.0,79.0,14.5,23.0,79.0,100.0,100.0,82.0,59.0,37.0,75.0,93.0,51.0,61.0,59.0,83.0,63.0,100.0,69.0,71.0,62.0,70.0,75.0,90.0,78.0,75.0,74.0,65.0,90.0,85.0,74.0,58.0,88.0,71.0,46.0,82.0,74.0,88.0,79.0,91.0,95.0,88.0,46.0,65.0,80.0,82.0,67.0,76.0,47.0,75.0,6.6,93.0,84.0,56.0,38.2,82.0,59.0,12.0,52.0,77.0,69.0,80.0,86.0,88.0,94.0,72.0,89.0,91.0,67.0,57.0,73.0,100.0,60.0,92.0,96.0,90.0,92.0,77.0,91.0,64.0,84.0,74.0,74.0,64.0,77.0,60.0,54.0,90.0,74.0,43.0,83.0,76.0,44.0,76.0,100.0,71.0,63.0,86.0,93.0,81.0,73.0,75847,99.0,52.0,61.0,28.0,65.0,35.0,100.0,80.0,84.0,75.0,64.0,76.0,41.0,84.0,89.0,90.0,59.0,70.0,13.0,86.0,100.0,32.0,78.0,93.0,70.0,83.0,79.0,87.0,100.0,81.0,76.0,58.0,82.0,74.0,78.0,84.0,70.0,95.0,92.0,83.0,87.0,86.0,49.0,61.0,61.0,79.0,74.0,92.0,76.0,68.0,93.0,37.0,85.0,62.0,82.0,88.0,67.0,79.0,14.0,65.0,79.0,67.0,63.0,66.0,75.0,45.0,66.0,71.0,45.0,78.0,71.0,74.0,98.0,80.0,92.0,81.0,88.0,65.0,82.0,70.0,86.0,87.0,74.0,56.0,83.0,62.0,83.0,82.0,70.0,56.0,57.0,66.0,65.0,91.0,58.0,62.0,90.0,75.0,97.0,85.0
21,2015,66.0,70.0,81.0,54.0,87.0,74.0,85.0,82.0,88.0,76.0,82.0,11.5,72.0,66.0,69.0,68.0,55.0,89.0,60.0,73.0,53.0,23.0,72.0,65.0,69.0,88.0,83.0,85.0,87.0,74.0,82.0,77.0,79.0,35.0,75.0,57.0,77.0,76.0,76.0,78.0,83.0,52.0,58.0,89.8,93.0,72.0,77.0,63.0,84.0,83.0,61.0,80.0,84.0,59.0,83.0,65.0,40.0,87.0,71.0,69.0,72.0,69.0,45.0,72.0,90.0,52.0,80.0,42.0,54.0,84.0,86.0,65.0,62.0,82.0,77.0,15.5,75.0,66.0,94.0,70.0,84.0,57.0,49.0,77.0,79.0,36.0,69.0,54.0,73.0,61.0,85.0,66.0,63.0,71.0,70.0,67.0,67.0,85.0,76.0,66.0,64.0,71.0,87.0,68.0,56.0,69.0,64.0,44.0,93.0,72.0,86.0,76.0,73.0,89.0,82.0,48.0,58.0,62.0,80.0,78.0,86.0,41.0,64.0,2.8,98.0,77.0,67.0,39.3,82.0,44.0,13.0,52.0,80.0,66.0,75.0,86.0,76.0,91.0,68.0,92.0,100.0,60.0,59.0,73.0,98.0,55.0,83.0,97.0,74.0,83.0,78.0,89.0,63.0,77.0,71.0,73.0,60.0,71.0,54.0,44.0,81.0,67.0,35.0,73.0,88.0,52.0,80.0,74.0,72.0,91.0,82.0,83.0,74.0,59.0,70628,100.0,44.0,77.0,29.0,61.0,28.0,81.0,79.0,83.0,67.0,71.0,68.0,33.0,84.0,80.0,86.0,70.0,66.0,14.0,89.0,96.0,28.0,71.0,82.0,74.0,81.0,71.0,71.0,73.0,77.0,82.0,62.0,65.0,68.0,84.0,80.0,43.0,82.0,82.0,93.0,81.0,77.0,52.0,59.0,55.0,76.0,72.0,83.0,74.0,70.0,94.0,35.0,71.0,59.0,74.0,87.0,62.0,78.0,28.0,66.0,77.0,52.0,61.0,79.0,68.0,51.0,84.0,77.0,43.0,89.0,70.0,81.0,88.0,86.0,61.0,66.0,88.0,69.0,92.0,67.0,85.0,86.0,77.0,64.0,59.0,62.0,86.0,79.0,59.0,53.0,66.0,60.0,54.0,87.0,58.0,63.0,90.0,77.0,78.0,86.0
22,2015,74.0,76.0,81.0,61.0,87.0,69.0,84.0,78.0,73.0,81.0,79.0,15.8,84.0,73.0,69.0,75.0,51.0,77.0,65.0,78.0,59.0,22.0,81.0,52.0,80.0,81.0,82.0,81.0,85.0,88.0,80.0,65.0,79.0,36.0,71.0,70.0,84.0,84.0,79.0,80.0,86.0,62.0,47.0,89.6,95.0,70.0,58.0,60.0,74.0,77.0,59.0,78.0,87.0,56.0,90.0,55.0,41.0,85.0,58.0,80.0,72.0,80.0,48.0,72.0,72.0,67.0,79.0,73.0,74.0,69.0,60.0,67.0,58.0,83.0,71.0,6.3,22.0,82.0,81.0,59.0,77.0,69.0,63.0,95.0,63.0,34.0,61.0,53.0,76.0,73.0,78.0,72.0,69.0,49.0,65.0,65.0,56.0,77.0,73.0,72.0,67.0,75.0,81.0,70.0,62.0,64.0,80.0,46.0,74.0,80.0,87.0,77.0,78.0,84.0,81.0,50.0,69.0,67.0,89.0,67.0,77.0,46.0,74.0,6.1,75.0,75.0,68.0,39.5,68.0,39.0,13.0,70.0,79.0,73.0,65.0,87.0,73.0,83.0,70.0,88.0,83.0,77.0,60.0,76.0,94.0,55.0,86.0,57.0,65.0,67.0,79.0,82.0,56.0,66.0,73.0,89.0,67.0,74.0,60.0,53.0,69.0,63.0,32.0,75.0,81.0,54.0,76.0,61.0,80.0,59.0,78.0,74.0,91.0,66.0,51084,65.0,40.0,64.0,29.0,71.0,38.0,62.0,70.0,91.0,77.0,42.0,75.0,38.0,76.0,70.0,90.0,76.0,72.0,20.0,79.0,86.0,25.0,70.0,73.0,80.0,92.0,69.0,70.0,64.0,69.0,79.0,54.0,66.0,61.0,82.0,81.0,25.0,79.0,70.0,78.0,67.0,79.0,54.0,63.0,67.0,86.0,72.0,89.0,79.0,70.0,81.0,21.0,69.0,73.0,73.0,79.0,81.0,62.0,18.0,69.0,86.0,70.0,54.0,74.0,76.0,57.0,69.0,68.0,36.0,89.0,77.0,73.0,83.0,56.0,61.0,75.0,76.0,56.0,94.0,73.0,66.0,80.0,57.0,50.0,54.0,78.0,84.0,67.0,58.0,91.0,72.0,68.0,42.0,88.0,63.0,78.0,69.0,80.0,79.0,78.0
23,2015,69.0,69.0,87.0,50.0,84.0,60.0,83.0,78.0,76.0,82.0,80.0,10.2,84.0,76.0,72.0,69.0,52.0,72.0,58.0,80.0,100.0,23.0,73.0,55.0,79.0,90.0,87.0,86.0,82.0,72.0,74.0,66.0,75.0,35.0,75.0,60.0,84.0,81.0,76.0,84.0,84.0,63.0,56.0,92.4,86.0,69.0,76.0,59.0,73.0,90.0,65.0,73.0,83.0,63.0,78.0,66.0,45.0,81.0,94.0,67.0,71.0,77.0,41.0,81.0,75.0,64.0,75.0,67.0,61.0,79.0,72.0,60.0,61.0,80.0,89.0,7.7,68.0,65.0,79.0,65.0,81.0,73.0,57.0,86.0,77.0,34.0,61.0,50.0,75.0,67.0,72.0,69.0,67.0,54.0,69.0,38.0,61.0,78.0,73.0,72.0,62.0,80.0,88.0,70.0,57.0,75.0,78.0,43.0,75.0,76.0,80.0,76.0,88.0,91.0,83.0,42.0,70.0,67.0,77.0,68.0,66.0,43.0,77.0,4.5,81.0,85.0,62.0,37.7,76.0,44.0,13.0,53.0,86.0,65.0,62.0,79.0,67.0,92.0,77.0,80.0,91.0,60.0,56.0,65.0,86.0,52.0,89.0,59.0,73.0,76.0,73.0,95.0,63.0,59.0,72.0,78.0,63.0,75.0,50.0,54.0,64.0,77.0,37.0,64.0,79.0,60.0,71.0,71.0,77.0,100.0,77.0,71.0,93.0,58.0,63488,61.0,43.0,63.0,31.0,66.0,29.0,70.0,70.0,85.0,75.0,59.0,75.0,34.0,83.0,80.0,78.0,71.0,68.0,11.0,88.0,86.0,27.0,63.0,67.0,68.0,85.0,71.0,61.0,59.0,77.0,78.0,60.0,60.0,64.0,69.0,78.0,29.0,80.0,73.0,76.0,72.0,80.0,48.0,55.0,55.0,83.0,71.0,93.0,74.0,76.0,86.0,100.0,62.0,68.0,80.0,78.0,74.0,67.0,16.0,70.0,82.0,69.0,69.0,56.0,69.0,57.0,70.0,78.0,42.0,79.0,74.0,71.0,87.0,69.0,61.0,59.0,82.0,43.0,82.0,63.0,63.0,84.0,70.0,55.0,100.0,60.0,76.0,73.0,51.0,80.0,58.0,32.0,65.0,89.0,73.0,64.0,87.0,81.0,67.0,72.0
24,2015,62.0,74.0,75.0,100.0,83.0,71.0,90.0,84.0,81.0,87.0,95.0,22.0,100.0,82.0,69.0,57.0,77.0,91.0,60.0,90.0,77.0,19.0,84.0,63.0,98.0,84.0,77.0,92.0,79.0,97.0,100.0,100.0,72.0,39.0,86.0,91.0,83.0,100.0,94.0,92.0,93.0,77.0,43.0,82.3,80.0,76.0,89.0,100.0,65.0,88.0,38.0,68.0,99.0,53.0,91.0,87.0,63.0,92.0,67.0,74.0,87.0,100.0,68.0,100.0,86.0,86.0,85.0,75.0,70.0,86.0,58.0,68.0,93.0,92.0,85.0,2.3,17.0,100.0,95.0,66.0,87.0,71.0,55.0,85.0,72.0,36.0,58.0,62.0,93.0,55.0,95.0,76.0,63.0,77.0,81.0,44.0,55.0,71.0,63.0,68.0,72.0,97.0,84.0,65.0,71.0,89.0,85.0,52.0,76.0,90.0,90.0,100.0,87.0,93.0,74.0,48.0,83.0,79.0,100.0,100.0,80.0,69.0,78.0,12.7,82.0,82.0,74.0,36.5,85.0,53.0,15.0,100.0,80.0,100.0,75.0,95.0,86.0,93.0,73.0,92.0,71.0,92.0,54.0,72.0,70.0,64.0,94.0,52.0,78.0,96.0,82.0,91.0,52.0,58.0,98.0,93.0,81.0,94.0,70.0,68.0,81.0,100.0,33.0,78.0,87.0,36.0,100.0,90.0,96.0,73.0,91.0,73.0,83.0,84.0,40593,70.0,100.0,39.0,26.0,84.0,45.0,61.0,85.0,100.0,97.0,64.0,77.0,51.0,85.0,64.0,87.0,69.0,78.0,15.0,93.0,100.0,29.0,79.0,100.0,100.0,100.0,100.0,89.0,81.0,100.0,75.0,51.0,59.0,53.0,92.0,97.0,21.0,89.0,69.0,71.0,72.0,100.0,54.0,100.0,100.0,96.0,93.0,92.0,88.0,78.0,68.0,15.0,97.0,84.0,82.0,65.0,97.0,100.0,27.0,100.0,98.0,59.0,92.0,72.0,100.0,47.0,69.0,61.0,33.0,65.0,89.0,75.0,95.0,100.0,66.0,82.0,75.0,66.0,87.0,89.0,54.0,87.0,48.0,60.0,85.0,92.0,79.0,88.0,50.0,61.0,61.0,51.0,52.0,94.0,70.0,76.0,66.0,81.0,84.0,90.0
25,2015,73.0,72.0,76.0,58.0,82.0,68.0,90.0,78.0,74.0,82.0,86.0,14.8,79.0,75.0,76.0,71.0,53.0,72.0,100.0,88.0,55.0,25.0,83.0,60.0,85.0,87.0,82.0,88.0,80.0,83.0,81.0,78.0,80.0,35.0,73.0,73.0,84.0,86.0,81.0,88.0,89.0,64.0,51.0,88.4,85.0,83.0,68.0,57.0,70.0,85.0,74.0,80.0,83.0,64.0,89.0,58.0,51.0,87.0,67.0,66.0,74.0,84.0,45.0,78.0,73.0,69.0,100.0,84.0,58.0,69.0,63.0,70.0,61.0,84.0,77.0,3.9,33.0,84.0,78.0,60.0,81.0,69.0,54.0,94.0,66.0,34.0,62.0,57.0,82.0,77.0,89.0,67.0,66.0,72.0,70.0,53.0,72.0,78.0,69.0,70.0,63.0,90.0,82.0,60.0,68.0,77.0,97.0,59.0,80.0,83.0,90.0,82.0,99.0,89.0,75.0,49.0,58.0,70.0,86.0,60.0,92.0,40.0,78.0,9.8,81.0,78.0,69.0,38.2,78.0,100.0,19.0,67.0,83.0,68.0,65.0,86.0,81.0,86.0,72.0,93.0,81.0,77.0,47.0,73.0,86.0,53.0,87.0,58.0,62.0,71.0,81.0,88.0,62.0,71.0,87.0,89.0,71.0,69.0,56.0,59.0,64.0,72.0,40.0,73.0,100.0,56.0,78.0,69.0,84.0,62.0,86.0,83.0,89.0,74.0,50238,58.0,50.0,76.0,29.0,71.0,34.0,64.0,82.0,88.0,84.0,46.0,70.0,42.0,82.0,68.0,90.0,77.0,73.0,12.0,88.0,85.0,30.0,70.0,76.0,77.0,97.0,73.0,70.0,79.0,75.0,80.0,57.0,74.0,62.0,81.0,81.0,33.0,88.0,78.0,91.0,71.0,84.0,54.0,62.0,67.0,90.0,78.0,87.0,78.0,72.0,73.0,26.0,78.0,59.0,87.0,70.0,85.0,69.0,18.0,72.0,83.0,73.0,68.0,71.0,80.0,67.0,93.0,63.0,41.0,82.0,79.0,79.0,84.0,70.0,71.0,56.0,76.0,67.0,87.0,70.0,73.0,83.0,54.0,69.0,50.0,71.0,77.0,84.0,67.0,73.0,100.0,34.0,50.0,83.0,70.0,73.0,78.0,76.0,76.0,83.0
